epoch,loss,val_loss,learning_rate
118,0.09462501853704453,0.06053873896598816,1.4295556866272818e-05
119,0.09417115896940231,0.06012710556387901,1.4295556866272818e-05
120,0.0945097804069519,0.060195792466402054,1.4295556866272818e-05
121,0.09428022056818008,0.06010323762893677,1.4295556866272818e-05
122,0.09483359754085541,0.060736630111932755,1.4295556866272818e-05
123,0.09420035779476166,0.06025336682796478,1.4295556866272818e-05
124,0.09472577273845673,0.060242440551519394,1.4295556866272818e-05
125,0.094673290848732,0.06039632484316826,1.4295556866272818e-05
126,0.09450674802064896,0.060130465775728226,1.4295556866272818e-05
127,0.09409629553556442,0.06012595817446709,7.147778433136409e-06
128,0.09416314959526062,0.06019088253378868,7.147778433136409e-06
129,0.09465252608060837,0.06005742400884628,7.147778433136409e-06
130,0.0948508083820343,0.06004255264997482,7.147778433136409e-06
131,0.09452002495527267,0.0601271316409111,7.147778433136409e-06
132,0.09437263011932373,0.06010761111974716,7.147778433136409e-06
133,0.09432259202003479,0.06015044078230858,7.147778433136409e-06
134,0.09442722052335739,0.06017960608005524,7.147778433136409e-06
135,0.09394559264183044,0.06010618805885315,7.147778433136409e-06
136,0.09435683488845825,0.06002305448055267,3.5738892165682046e-06
137,0.09435436129570007,0.060084130614995956,3.5738892165682046e-06
138,0.09399785846471786,0.06029381975531578,3.5738892165682046e-06
139,0.0940629243850708,0.059936508536338806,3.5738892165682046e-06
140,0.09424068033695221,0.060012198984622955,3.5738892165682046e-06
141,0.09430532902479172,0.059961698949337006,3.5738892165682046e-06
142,0.09482475370168686,0.05964573100209236,3.5738892165682046e-06
143,0.09416809678077698,0.060174036771059036,3.5738892165682046e-06
144,0.09439180046319962,0.05989227816462517,3.5738892165682046e-06
145,0.09438049048185349,0.0599241629242897,3.5738892165682046e-06
146,0.09398826956748962,0.06013769283890724,3.5738892165682046e-06
147,0.09375432133674622,0.06003711000084877,3.5738892165682046e-06
148,0.09395945817232132,0.06014687940478325,1.7869446082841023e-06
149,0.09390813112258911,0.06009628623723984,1.7869446082841023e-06
150,0.09387855976819992,0.059954769909381866,1.7869446082841023e-06
151,0.09439244121313095,0.05990597978234291,1.7869446082841023e-06
152,0.09430541843175888,0.05993131920695305,1.7869446082841023e-06
