number,value,datetime_start,datetime_complete,duration,params_batch_norm,params_dropout_rate,params_l2_reg,params_latent_dim,params_learning_rate,user_attrs_best_epoch,user_attrs_best_val_loss,user_attrs_epochs_trained,user_attrs_val_error_mean,user_attrs_val_error_p99,user_attrs_val_error_std,state
0,0.849586009979248,2026-07-04 12:50:50.439072,2026-07-04 12:52:39.269359,0 days 00:01:48.830287,True,0.011616722433639893,8.661761457749353e-05,12,0.00018408992080552527,100,0.09181225299835205,100,0.07017572969198227,0.849586009979248,0.6826324462890625,COMPLETE
1,0.910802960395813,2026-07-04 12:52:39.272888,2026-07-04 12:53:54.411097,0 days 00:01:15.138209,False,0.06084844859190755,5.2475643163223785e-05,12,0.0002049268011541737,100,0.09021671861410141,100,0.07711534202098846,0.910802960395813,0.46813103556632996,COMPLETE
2,0.4866385757923126,2026-07-04 12:53:54.414188,2026-07-04 12:54:56.008337,0 days 00:01:01.594149,False,0.03993475643167195,5.1423443841361164e-05,8,0.0021576967455896826,66,0.049840498715639114,76,0.03800828754901886,0.4866385757923126,0.3140782415866852,COMPLETE
3,0.4645041823387146,2026-07-04 12:54:56.011462,2026-07-04 12:55:56.785778,0 days 00:01:00.774316,False,0.06092275383467414,9.767211400638387e-06,32,0.0023628864184236428,71,0.04192330688238144,81,0.03781048581004143,0.4645041823387146,0.3461003601551056,COMPLETE
4,0.5066578388214111,2026-07-04 12:55:56.790494,2026-07-04 12:56:55.453368,0 days 00:00:58.662874,False,0.06234221521788219,5.200680211778109e-05,24,0.0013353819088790589,65,0.05808468163013458,75,0.044864218682050705,0.5066578388214111,0.3224543631076813,COMPLETE
5,0.4120646119117737,2026-07-04 12:56:55.456929,2026-07-04 12:58:34.995748,0 days 00:01:39.538819,True,0.0176985004103839,1.959828624191452e-05,8,0.0036832964384234204,80,0.04129522293806076,90,0.03464332967996597,0.4120646119117737,0.304785817861557,COMPLETE
6,0.5468207001686096,2026-07-04 12:58:35.001113,2026-07-04 13:00:01.690243,0 days 00:01:26.689130,True,0.02818484499495253,8.021969807540397e-05,16,0.0008356499023325525,70,0.06143518164753914,80,0.04588939994573593,0.5468207001686096,0.3380586802959442,COMPLETE
7,1.0921893119812012,2026-07-04 13:00:01.693779,2026-07-04 13:00:38.900751,0 days 00:00:37.206972,False,0.15425406933718916,7.404465173409036e-06,24,0.001732053535845956,36,0.09410620480775833,46,0.09146423637866974,1.0921893119812012,0.45897436141967773,COMPLETE
8,1.3432731628417969,2026-07-04 13:00:38.906652,2026-07-04 13:01:56.230772,0 days 00:01:17.324120,False,0.1459212356676128,6.375574713552131e-05,8,0.00035684261232554244,100,0.11192863434553146,100,0.09732553362846375,1.3432731628417969,0.5572948455810547,COMPLETE
9,0.7304748296737671,2026-07-04 13:01:56.233886,2026-07-04 13:03:37.215446,0 days 00:01:40.981560,True,0.10454656587639882,4.2754101835854966e-05,32,0.0006901506581791928,95,0.07155688107013702,100,0.0609990619122982,0.7304748296737671,0.3747124671936035,COMPLETE
