epoch,loss,val_loss
1,1.113889455795288,1.0520524978637695
2,0.7844669222831726,0.7965157628059387
3,0.6415426135063171,0.6283094882965088
4,0.5751900672912598,0.5359403491020203
5,0.5312109589576721,0.4634530246257782
6,0.5043238997459412,0.41836079955101013
7,0.4760972857475281,0.3810030519962311
8,0.45798617601394653,0.36913639307022095
9,0.4359193742275238,0.3355311155319214
10,0.42566797137260437,0.32201918959617615
11,0.4038528501987457,0.31244096159935
12,0.3939690887928009,0.3060849606990814
13,0.384314626455307,0.29035723209381104
14,0.37128978967666626,0.27397629618644714
15,0.36852550506591797,0.2732146978378296
16,0.34606096148490906,0.2893102765083313
17,0.34587323665618896,0.2604548931121826
18,0.3322391211986542,0.2657338082790375
19,0.32442203164100647,0.2756185233592987
20,0.3106347918510437,0.24151617288589478
21,0.3158917725086212,0.27744781970977783
22,0.303469181060791,0.273410439491272
23,0.30548274517059326,0.2575376033782959
24,0.29858526587486267,0.21127860248088837
25,0.2862534821033478,0.21926584839820862
26,0.2775893211364746,0.21518462896347046
27,0.2702563405036926,0.20267413556575775
28,0.2744736969470978,0.2115539163351059
29,0.2639221251010895,0.1889467090368271
30,0.26354876160621643,0.1869889497756958
31,0.25455957651138306,0.18800219893455505
32,0.2526983320713043,0.1973399519920349
33,0.2534640431404114,0.18263982236385345
34,0.2506917715072632,0.17821280658245087
35,0.2448291778564453,0.1902395784854889
36,0.24453993141651154,0.16972343623638153
37,0.24499911069869995,0.1779559850692749
38,0.24485541880130768,0.17280203104019165
39,0.23854386806488037,0.17844247817993164
40,0.23898835480213165,0.15744425356388092
41,0.23278850317001343,0.16199131309986115
42,0.2254791408777237,0.160866379737854
43,0.22804898023605347,0.1612875759601593
44,0.22149565815925598,0.15186114609241486
45,0.22074756026268005,0.15252450108528137
46,0.2253836840391159,0.149967759847641
47,0.21574948728084564,0.1576097160577774
48,0.21806550025939941,0.15329527854919434
49,0.22435298562049866,0.16379940509796143
50,0.22140108048915863,0.1493886262178421
51,0.21243467926979065,0.14967666566371918
52,0.21792955696582794,0.15642249584197998
53,0.20274724066257477,0.1485099494457245
54,0.2061995565891266,0.14716452360153198
55,0.20755094289779663,0.14304476976394653
56,0.20263007283210754,0.14620928466320038
57,0.21085117757320404,0.1473078727722168
58,0.20758362114429474,0.14678914844989777
59,0.21131722629070282,0.14342567324638367
60,0.19781465828418732,0.1348327398300171
61,0.20609243214130402,0.1497875452041626
62,0.20120565593242645,0.1426011472940445
63,0.2005835622549057,0.14033471047878265
64,0.20131835341453552,0.13404758274555206
65,0.19986112415790558,0.1471523493528366
66,0.1983107626438141,0.13324692845344543
67,0.19860613346099854,0.13685813546180725
68,0.19484513998031616,0.13938550651073456
69,0.19286273419857025,0.13264667987823486
70,0.19632628560066223,0.14065463840961456
71,0.19368378818035126,0.13284552097320557
72,0.19964562356472015,0.12959414720535278
73,0.19627824425697327,0.13920916616916656
74,0.18780866265296936,0.1280091553926468
75,0.19595077633857727,0.14334456622600555
76,0.19270478188991547,0.13020657002925873
77,0.18622450530529022,0.13558518886566162
78,0.19312340021133423,0.13301226496696472
79,0.1840277463197708,0.13456207513809204
80,0.19007007777690887,0.13958574831485748
81,0.18987777829170227,0.13553404808044434
82,0.18276003003120422,0.129649356007576
83,0.19204504787921906,0.13688667118549347
84,0.18376155197620392,0.12475235760211945
85,0.18085947632789612,0.12302906066179276
86,0.19650128483772278,0.12458274513483047
87,0.1809384524822235,0.12919583916664124
88,0.18433834612369537,0.1355949491262436
89,0.19026333093643188,0.1264096200466156
90,0.1869162768125534,0.16842328011989594
91,0.19173341989517212,0.14910878241062164
92,0.1787036508321762,0.147049218416214
93,0.17896443605422974,0.13172967731952667
94,0.18517105281352997,0.12754788994789124
95,0.18052315711975098,0.1699627786874771
