number,value,datetime_start,datetime_complete,duration,params_batch_norm,params_dropout_rate,params_l2_reg,params_latent_dim,params_learning_rate,user_attrs_best_epoch,user_attrs_best_val_loss,user_attrs_epochs_trained,user_attrs_val_error_mean,user_attrs_val_error_p99,user_attrs_val_error_std,state
0,1.5373516082763672,2026-07-04 10:48:06.549224,2026-07-04 10:49:51.648128,0 days 00:01:45.098904,True,0.011616722433639893,8.661761457749353e-05,12,0.00018408992080552527,100,0.1706743836402893,100,0.14737489819526672,1.5373516082763672,1.6211313009262085,COMPLETE
1,2.104743003845215,2026-07-04 10:49:51.649997,2026-07-04 10:51:03.330752,0 days 00:01:11.680755,False,0.06084844859190755,5.2475643163223785e-05,12,0.0002049268011541737,99,0.15924401581287384,100,0.14532190561294556,2.104743003845215,1.2224677801132202,COMPLETE
2,0.6971396803855896,2026-07-04 10:51:03.332490,2026-07-04 10:52:03.243304,0 days 00:00:59.910814,False,0.03993475643167195,5.1423443841361164e-05,8,0.0021576967455896826,72,0.07279954850673676,82,0.05859329551458359,0.6971396803855896,0.5635658502578735,COMPLETE
3,0.8378925919532776,2026-07-04 10:52:03.245113,2026-07-04 10:52:34.184207,0 days 00:00:30.939094,False,0.06092275383467414,9.767211400638387e-06,32,0.0023628864184236428,31,0.07879865169525146,41,0.07509332150220871,0.8378925919532776,0.7578825950622559,COMPLETE
4,0.7117494940757751,2026-07-04 10:52:34.186166,2026-07-04 10:53:46.834543,0 days 00:01:12.648377,False,0.06234221521788219,5.200680211778109e-05,24,0.0013353819088790589,87,0.0708775594830513,97,0.056188151240348816,0.7117494940757751,0.6412055492401123,COMPLETE
5,0.9715012311935425,2026-07-04 10:53:46.836570,2026-07-04 10:54:18.028172,0 days 00:00:31.191602,True,0.0176985004103839,1.959828624191452e-05,8,0.0036832964384234204,16,0.12431234121322632,26,0.11724216490983963,0.9715012311935425,1.2552685737609863,COMPLETE
6,0.908997118473053,2026-07-04 10:54:18.030605,2026-07-04 10:55:52.281590,0 days 00:01:34.250985,True,0.02818484499495253,8.021969807540397e-05,16,0.0008356499023325525,79,0.09433716535568237,89,0.07301778346300125,0.908997118473053,0.8202096223831177,COMPLETE
7,1.3576394319534302,2026-07-04 10:55:52.283493,2026-07-04 10:56:36.405798,0 days 00:00:44.122305,False,0.15425406933718916,7.404465173409036e-06,24,0.001732053535845956,49,0.11693346500396729,59,0.11406509578227997,1.3576394319534302,1.0426042079925537,COMPLETE
8,2.2625229358673096,2026-07-04 10:56:36.408194,2026-07-04 10:57:48.344071,0 days 00:01:11.935877,False,0.1459212356676128,6.375574713552131e-05,8,0.00035684261232554244,99,0.1680200695991516,100,0.1515827476978302,2.2625229358673096,1.2727749347686768,COMPLETE
9,1.3749958276748657,2026-07-04 10:57:48.346345,2026-07-04 10:58:56.245930,0 days 00:01:07.899585,True,0.10454656587639882,4.2754101835854966e-05,32,0.0006901506581791928,50,0.14748306572437286,60,0.13489991426467896,1.3749958276748657,1.3475925922393799,COMPLETE
